Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T028_000,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T028_005,SE_T028_006,SE_T028_007,SE_T028_008,SE_T028_009,SE_T029_000,SE_T029_001,SE_T029_002,SE_T029_003,SE_T029_004,SE_T029_005,SE_T029_006,SE_T029_007,SE_T029_008,SE_T029_009,SE_T030_000,SE_T030_001,SE_T030_002,SE_T030_003,SE_T030_004,SE_T030_005,SE_T030_006,SE_T030_007,SE_T030_008,SE_T030_009,SE_T031_000,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_000,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009
"Census Tract 1064.05, Los Angeles County, California","Census Tract 1064.05","06037106405","00","06","037",,"106405",,,,,,,,3968,3146,822,411,164,16,157,0,19,55,3966,3165,801,400,234,12,128,1,5,21,2,-19,21,11,-70,4,29,-1,14,34,0.0504286434694907,-0.600315955766193,2.62172284644195,2.75,-29.9145299145299,33.3333333333333,22.65625,-100,280,161.904761904762,-2.77555756156289E-15,-0.519054096920601,0.519054096920599,0.272134209327672,-1.76708676980138,0.100653945634669,0.729220043759048,-0.0252143217347453,0.352759036487564,0.856587953247767
"Census Tract 1064.06, Los Angeles County, California","Census Tract 1064.06","06037106406","00","06","037",,"106406",,,,,,,,6173,4477,1696,1012,162,14,387,1,28,92,4944,3514,1430,916,130,29,301,2,6,46,1229,963,266,96,32,-15,86,-1,22,46,24.8584142394822,27.4046670461013,18.6013986013986,10.4803493449782,24.6153846153846,-51.7241379310345,28.5714285714286,-50,366.666666666667,100,-5.55111512312578E-15,1.44946255669197,-1.44946255669198,-2.13353433393256,-0.00511807081365404,-0.359775475934713,0.181049297572632,-0.024253495622706,0.332228983405655,0.559940538633374
"Census Tract 1064.07, Los Angeles County, California","Census Tract 1064.07","06037106407","00","06","037",,"106407",,,,,,,,2909,2303,606,272,200,7,90,0,21,16,2933,2235,698,410,189,4,67,6,2,20,-24,68,-92,-138,11,3,23,-6,19,-4,-0.818274803954995,3.04250559284116,-13.1805157593123,-33.6585365853659,5.82010582010582,75,34.3283582089552,-100,950,-20,2.66453525910038E-15,2.96625788478495,-2.96625788478495,-4.62856903760002,0.431300769318492,0.104253385773744,0.809496188334474,-0.204568700988749,0.653707992302478,-0.13187848192537
"Census Tract 1064.08, Los Angeles County, California","Census Tract 1064.08","06037106408","00","06","037",,"106408",,,,,,,,3440,3008,432,189,66,22,112,0,14,29,3463,3005,458,156,113,5,149,0,9,26,-23,3,-26,33,-47,17,-37,0,5,3,-0.664164019636154,0.0998336106489185,-5.67685589519651,21.1538461538462,-41.5929203539823,340,-24.8322147651007,,55.5555555555556,11.5384615384615,8.32667268468867E-15,0.667387464827518,-0.66738746482751,0.989421391588152,-1.34446205400614,0.495151401191332,-1.04681382589367,0,0.147086475632769,0.0922291466600408
"Census Tract 1065.10, Los Angeles County, California","Census Tract 1065.10","06037106510","00","06","037",,"106510",,,,,,,,5791,3919,1872,974,295,8,442,3,31,119,5126,3261,1865,1045,345,15,375,3,13,69,665,658,7,-71,-50,-7,67,0,18,50,12.9730784237222,20.1778595522846,0.375335120643432,-6.79425837320574,-14.4927536231884,-46.6666666666667,17.8666666666667,0,138.461538461538,72.463768115942,1.06581410364015E-14,4.0571216128893,-4.05712161288929,-3.56706388409423,-1.63628251704095,-0.154480431075088,0.316887513573506,-0.00672064155951763,0.28170436547947,0.70883398182752
"Census Tract 1065.20, Los Angeles County, California","Census Tract 1065.20","06037106520","00","06","037",,"106520",,,,,,,,5670,4975,695,470,72,14,87,0,23,29,5837,4983,854,662,66,20,70,0,3,33,-167,-8,-159,-192,6,-6,17,0,20,-4,-2.86105876306322,-0.160545855910094,-18.6182669789227,-29.0030211480363,9.09090909090909,-30,24.2857142857143,,666.666666666667,-12.1212121212121,-5.77315972805081E-15,2.37330790411711,-2.37330790411711,-3.05220089926846,0.139123435337244,-0.0957281877846095,0.335145346281204,0,0.354247473772344,-0.0538950724548348
"Census Tract 1066.03, Los Angeles County, California","Census Tract 1066.03","06037106603","00","06","037",,"106603",,,,,,,,2998,494,2504,1708,91,5,570,4,17,109,2979,475,2504,1662,96,7,596,0,9,134,19,19,0,46,-5,-2,-26,4,8,-25,0.637797918764686,4,0,2.76774969915764,-5.20833333333333,-28.5714285714286,-4.36241610738255,,88.8888888888889,-18.6567164179104,2.77555756156289E-15,0.532703798728076,-0.532703798728074,1.18078047331991,-0.187201000734293,-0.0682003286962484,-0.99403854555829,0.133422281521014,0.264929892838932,-0.862396571419102
"Census Tract 1066.04, Los Angeles County, California","Census Tract 1066.04","06037106604","00","06","037",,"106604",,,,,,,,5378,4419,959,424,190,18,220,5,36,66,5020,4288,732,401,105,18,175,6,6,21,358,131,227,23,85,0,45,-1,30,45,7.13147410358566,3.05503731343284,31.0109289617486,5.7356608478803,80.9523809523809,0,25.7142857142857,-16.6666666666667,500,214.285714285714,8.43769498715119E-15,-3.25023446563318,3.25023446563319,-0.104076072059846,1.44127839701069,-0.0238688237011048,0.604684275171535,-0.0265505475309621,0.549871914350778,0.808895322392098
"Census Tract 1066.41, Los Angeles County, California","Census Tract 1066.41","06037106641","00","06","037",,"106641",,,,,,,,2330,296,2034,1520,40,3,378,1,13,79,2317,301,2016,1518,55,6,360,1,17,59,13,-5,18,2,-15,-3,18,0,-4,20,0.561070349589987,-1.66112956810631,0.892857142857143,0.131752305665349,-27.2727272727273,-50,5,0,-23.5294117647059,33.8983050847458,0,-0.287073894947032,0.287073894947032,-0.279701626900264,-0.65702097391736,-0.130200181157742,0.685843207788669,-0.000240802725145919,-0.17576746606997,0.844161737928837
"Census Tract 1066.42, Los Angeles County, California","Census Tract 1066.42","06037106642","00","06","037",,"106642",,,,,,,,3316,847,2469,1775,91,3,429,2,24,145,3236,722,2514,1897,113,3,408,1,4,88,80,125,-45,-122,-22,0,21,1,20,57,2.47218788627936,17.3130193905817,-1.78997613365155,-6.43120716921455,-19.4690265486726,0,5.14705882352941,100,500,64.7727272727273,-5.32907051820075E-15,3.23132700425401,-3.23132700425401,-5.09340784688538,-0.747695184303247,-0.00223659941460738,0.329115603859478,0.029411282302087,0.60015417625298,1.65333156393469
"Census Tract 1066.43, Los Angeles County, California","Census Tract 1066.43","06037106643","00","06","037",,"106643",,,,,,,,4084,530,3554,2551,136,3,692,0,17,155,4320,582,3738,2706,127,4,782,0,14,105,-236,-52,-184,-155,9,-1,-90,0,3,50,-5.46296296296296,-8.93470790378007,-4.92241840556447,-5.7280118255728,7.08661417322835,-25,-11.5089514066496,,21.4285714285714,47.6190476190476,0,-0.494749156600283,0.494749156600283,-0.175617586244425,0.390253745420249,-0.019135197881525,-1.15767947183226,0,0.0921844959553089,1.36474317118294
"Census Tract 1066.45, Los Angeles County, California","Census Tract 1066.45","06037106645","00","06","037",,"106645",,,,,,,,3501,630,2871,2152,100,1,456,1,25,136,3389,546,2843,2151,114,5,473,0,8,92,112,84,28,1,-14,-4,-17,1,17,44,3.3048096783712,15.3846153846154,0.984875131902919,0.0464900046490005,-12.280701754386,-80,-3.59408033826638,,212.5,47.8260869565217,5.55111512312578E-15,1.88391142976559,-1.88391142976558,-2.00189820570592,-0.507497373131767,-0.118972878718039,-0.932069402419189,0.0285632676378178,0.478023856776073,1.16993930579544
"Census Tract 1066.46, Los Angeles County, California","Census Tract 1066.46","06037106646","00","06","037",,"106646",,,,,,,,3367,1107,2260,1345,99,4,692,4,17,99,3237,1107,2130,1371,114,2,548,2,21,72,130,0,130,-26,-15,2,144,2,-4,27,4.01606425702811,0,6.10328638497653,-1.89642596644785,-13.1578947368421,100,26.2773722627737,100,-19.047619047619,37.5,0,-1.32039891076036,1.32039891076036,-2.40749156411808,-0.581476485090943,0.0570145148458401,3.6231650689482,0.0570145148458401,-0.143848336619421,0.716021197948909
"Census Tract 1066.48, Los Angeles County, California","Census Tract 1066.48","06037106648","00","06","037",,"106648",,,,,,,,4815,4162,653,308,124,15,141,5,17,43,3890,3478,412,215,86,9,55,0,20,27,925,684,241,93,38,6,86,5,-3,16,23.7789203084833,19.6664749856239,58.495145631068,43.2558139534884,44.1860465116279,66.6666666666667,156.363636363636,,-15,59.2592592592593,-7.105427357601E-15,-2.97052644504775,2.97052644504774,0.869684762964921,0.364488650772676,0.0801640118844549,1.51446716158534,0.103842159916926,-0.16107547376317,0.198955171686594
"Census Tract 1066.49, Los Angeles County, California","Census Tract 1066.49","06037106649","00","06","037",,"106649",,,,,,,,2754,1867,887,276,66,0,488,1,17,39,2853,1824,1029,274,105,8,598,0,8,36,-99,43,-142,2,-39,-8,-110,1,9,3,-3.47003154574132,2.35745614035088,-13.7998056365403,0.72992700729927,-37.1428571428571,-100,-18.3946488294314,,112.5,8.33333333333333,-5.77315972805081E-15,3.85959968752075,-3.85959968752076,0.41786080012096,-1.28382232668742,-0.280406589554855,-3.24071210444687,0.0363108206245461,0.336877361062429,0.154292351360453
"Census Tract 1070.10, Los Angeles County, California","Census Tract 1070.10","06037107010","00","06","037",,"107010",,,,,,,,3205,2934,271,162,21,3,57,0,11,17,3247,2970,277,199,14,4,52,0,0,8,-42,-36,-6,-37,7,-1,5,0,11,9,-1.29350169387127,-1.21212121212121,-2.16606498194946,-18.5929648241206,50,-25,9.61538461538462,,,112.5,4.16333634234434E-15,0.0754134261459205,-0.0754134261459163,-1.07413203211221,0.22405897775794,-0.0295868933617831,0.176992851195415,0,0.343213728549142,0.284039941825576
"Census Tract 1070.20, Los Angeles County, California","Census Tract 1070.20","06037107020","00","06","037",,"107020",,,,,,,,5488,4629,859,326,79,1,353,0,27,73,5394,4605,789,302,56,19,342,1,13,57,94,24,70,24,23,-18,11,-1,14,16,1.74267704857249,0.521172638436482,8.87198986058302,7.94701986754967,41.0714285714286,-94.7368421052632,3.21637426900585,-100,107.692307692308,28.0701754385965,8.43769498715119E-15,-1.02496862402993,1.02496862402994,0.341419739674036,0.401313791049552,-0.334021658878075,0.091837545442458,-0.0185391175380052,0.250973979294562,0.273445227447407
"Census Tract 1081.01, Los Angeles County, California","Census Tract 1081.01","06037108101","00","06","037",,"108101",,,,,,,,2324,262,2062,1282,78,0,578,3,23,98,2230,209,2021,1351,71,6,507,1,3,82,94,53,41,-69,7,-6,71,2,20,16,4.2152466367713,25.3588516746411,2.02869866402771,-5.10732790525537,9.85915492957746,-100,14.0039447731755,200,666.666666666667,19.5121951219512,0,1.90146878352616,-1.90146878352616,-5.41944845364803,0.172425769702771,-0.269058295964126,2.1354862113412,0.0842447303628351,0.855143829642722,0.539737425036468
"Census Tract 1081.02, Los Angeles County, California","Census Tract 1081.02","06037108102","00","06","037",,"108102",,,,,,,,3795,501,3294,1869,75,0,1221,0,24,105,3430,334,3096,1880,63,0,1064,0,3,86,365,167,198,-11,12,0,157,0,21,19,10.6413994169096,50,6.3953488372093,-0.585106382978723,19.047619047619,,14.7556390977444,,700,22.093023255814,-5.32907051820075E-15,3.46397169822192,-3.46397169822192,-5.56148376911464,0.139549891102686,0,1.15350488021295,0,0.544947510342364,0.259509789234723
"Census Tract 1081.03, Los Angeles County, California","Census Tract 1081.03","06037108103","00","06","037",,"108103",,,,,,,,3190,393,2797,1818,44,0,810,0,17,108,3256,291,2965,1848,49,0,970,2,5,91,-66,102,-168,-30,-5,0,-160,-2,12,17,-2.02702702702703,35.0515463917526,-5.66610455311973,-1.62337662337662,-10.2040816326531,,-16.4948453608247,-100,240,18.6813186813187,-3.99680288865056E-15,3.3824027789545,-3.38240277895451,0.233838854528512,-0.125603660086419,0,-4.39930526137423,-0.0614250614250614,0.379352706938914,0.59073964246378
"Census Tract 1081.04, Los Angeles County, California","Census Tract 1081.04","06037108104","00","06","037",,"108104",,,,,,,,1692,199,1493,944,42,0,413,0,10,84,1698,172,1526,1066,47,1,365,0,0,47,-6,27,-33,-122,-5,-1,48,0,10,37,-0.353356890459364,15.6976744186047,-2.16251638269987,-11.4446529080675,-10.6382978723404,-100,13.1506849315068,,,78.7234042553192,2.66453525910038E-15,1.63166512125237,-1.63166512125237,-6.98777869667276,-0.285692805052251,-0.0588928150765607,2.913105948592,0,0.591016548463357,2.19657669849385
"Census Tract 1082.02, Los Angeles County, California","Census Tract 1082.02","06037108202","00","06","037",,"108202",,,,,,,,8701,972,7729,2855,379,21,3973,4,60,437,4885,524,4361,1964,194,10,2018,7,17,152,3816,448,3368,891,185,11,1955,-3,43,285,78.1166837256909,85.4961832061069,77.2299931208438,45.3665987780041,95.3608247422681,110,96.8780971258672,-42.8571428571429,252.941176470588,187.5,1.38777878078145E-15,0.444415323266058,-0.444415323266056,-7.39238786774588,0.38448033067647,0.0366432780994243,4.35128516740096,-0.0973240760923843,0.341571816649035,1.91084519867774
"Census Tract 1082.03, Los Angeles County, California","Census Tract 1082.03","06037108203","00","06","037",,"108203",,,,,,,,3577,339,3238,1409,136,4,1538,5,23,123,3476,231,3244,1477,63,2,1555,0,4,143,101,108,-6,-68,73,2,-17,5,19,-20,2.90563866513234,46.7532467532467,-0.184956843403206,-4.6039268788084,115.873015873016,100,-1.09324758842444,,475,-13.986013986014,0.02876869965477,2.83164592349858,-2.80287722384381,-3.10081864925928,1.9896406944637,0.0542881528291125,-1.73840316585988,0.13978194017333,0.527922126178214,-0.675288322369003
"Census Tract 1082.04, Los Angeles County, California","Census Tract 1082.04","06037108204","00","06","037",,"108204",,,,,,,,1857,142,1715,644,55,2,944,0,5,65,2075,175,1901,833,52,0,944,0,16,56,-218,-33,-186,-189,3,2,0,0,-11,9,-10.5060240963855,-18.8571428571429,-9.78432403997896,-22.6890756302521,5.76923076923077,,0,,-68.75,16.0714285714286,-0.0481927710843364,-0.786992882677721,0.738800111593385,-5.46498757550395,0.455742193329051,0.107700592353258,5.34070368712329,0,-0.501832856466253,0.801474070757991
"Census Tract 1091, Los Angeles County, California","Census Tract 1091","06037109100","00","06","037",,"109100",,,,,,,,2958,1683,1275,862,81,13,282,1,5,31,2492,1430,1062,728,67,6,231,7,2,21,466,253,213,134,14,7,51,-6,3,10,18.6998394863563,17.6923076923077,20.0564971751412,18.4065934065934,20.8955223880597,116.666666666667,22.0779220779221,-85.7142857142857,150,47.6190476190476,0,-0.487075884208776,0.487075884208776,-0.0721714489747838,0.0497331826957825,0.198715673793733,0.263805638489413,-0.247092250305779,0.0887763086637212,0.205308779846693
"Census Tract 1092, Los Angeles County, California","Census Tract 1092","06037109200","00","06","037",,"109200",,,,,,,,3153,1310,1843,946,146,5,612,8,12,114,2410,944,1466,889,81,5,425,1,5,59,743,366,377,57,65,0,187,7,7,55,30.8298755186722,38.771186440678,25.7162346521146,6.41169853768279,80.2469135802469,0,44,700,140,93.2203389830508,0,2.37760783709909,-2.37760783709909,-6.88479522235953,1.26951477417937,-0.0488897486816876,1.7752308609465,0.21223283364457,0.173121034699219,1.16747140640607
"Census Tract 1093, Los Angeles County, California","Census Tract 1093","06037109300","00","06","037",,"109300",,,,,,,,3120,1575,1545,847,103,8,462,9,11,105,3085,1352,1733,1010,125,6,511,1,1,79,35,223,-188,-163,-22,2,-49,8,10,26,1.13452188006483,16.4940828402367,-10.8482400461627,-16.1386138613861,-17.6,33.3333333333333,-9.58904109589041,800,1000,32.9113924050633,0,6.6558097494078,-6.6558097494078,-5.59162407014919,-0.750581806092341,0.0619207912562856,-1.75632714125421,0.256046627602543,0.320149191705107,0.804606657523999
"Census Tract 1094, Los Angeles County, California","Census Tract 1094","06037109400","00","06","037",,"109400",,,,,,,,3752,2878,874,412,67,13,306,8,16,52,3720,2790,930,519,89,18,231,12,16,45,32,88,-56,-107,-22,-5,75,-4,0,7,0.860215053763441,3.15412186379928,-6.02150537634409,-20.616570327553,-24.7191011235955,-27.7777777777778,32.4675324675325,-33.3333333333333,0,15.5555555555556,-2.66453525910038E-15,1.70575692963753,-1.70575692963753,-2.97080266868423,-0.606758832565284,-0.137389091409313,1.94597290047459,-0.109361028956599,-0.00366829447233877,0.176250085975652
"Census Tract 1095, Los Angeles County, California","Census Tract 1095","06037109500","00","06","037",,"109500",,,,,,,,4524,4092,432,164,55,10,128,4,16,55,4303,3983,320,134,40,6,105,0,7,28,221,109,112,30,15,4,23,4,9,27,5.13595166163142,2.73663068039166,35,22.3880597014925,37.5,66.6666666666667,21.9047619047619,,128.571428571429,96.4285714285714,9.76996261670138E-15,-2.11239952879706,2.11239952879707,0.511004084292968,0.286154273548794,0.0816057228183491,0.389196524210588,0.0884173297966401,0.190992117234434,0.565029476895296
"Census Tract 1096.01, Los Angeles County, California","Census Tract 1096.01","06037109601","00","06","037",,"109601",,,,,,,,4958,3600,1358,662,138,7,472,3,2,74,5020,3516,1504,753,148,7,508,6,11,71,-62,84,-146,-91,-10,0,-36,-3,-9,3,-1.23505976095618,2.38907849829352,-9.70744680851064,-12.0849933598938,-6.75675675675676,0,-7.08661417322835,-50,-81.8181818181818,4.22535211267606,-5.77315972805081E-15,2.57008271874181,-2.57008271874181,-1.64784187172247,-0.164826775994047,0.00174373100578725,-0.599554183427645,-0.0590136428871043,-0.1787846596671,0.0781946839507641
"Census Tract 1096.03, Los Angeles County, California","Census Tract 1096.03","06037109603","00","06","037",,"109603",,,,,,,,4203,2750,1453,681,135,22,513,4,28,70,4252,2761,1491,761,191,13,459,0,11,56,-49,-11,-38,-80,-56,9,54,4,17,14,-1.15239887111947,-0.398406374501992,-2.54862508383635,-10.5124835742444,-29.3193717277487,69.2307692307692,11.7647058823529,,154.545454545455,25,0,0.495306515146532,-0.495306515146532,-1.69474767049205,-1.28001232824558,0.217697165197372,1.41064741419078,0.0951701165833928,0.407489028689582,0.348449758929976
"Census Tract 1096.04, Los Angeles County, California","Census Tract 1096.04","06037109604","00","06","037",,"109604",,,,,,,,2938,1968,970,528,86,14,268,1,21,52,2975,1800,1175,708,116,4,286,2,14,45,-37,168,-205,-180,-30,10,-18,-1,7,7,-1.2436974789916,9.33333333333333,-17.4468085106383,-25.4237288135593,-25.8620689655172,250,-6.29370629370629,-50,50,15.5555555555556,5.32907051820075E-15,6.48014140986551,-6.48014140986551,-5.82691020587949,-0.971998329624566,0.342060854294066,-0.491593778423555,-0.033190131055826,0.244183718415889,0.257306462407972
"Census Tract 1097, Los Angeles County, California","Census Tract 1097","06037109700","00","06","037",,"109700",,,,,,,,4389,1868,2521,1503,107,13,736,9,25,128,4493,1890,2603,1585,122,15,752,6,9,114,-104,-22,-82,-82,-15,-2,-16,3,16,14,-2.31471177387047,-1.16402116402116,-3.15021129466001,-5.17350157728707,-12.2950819672131,-13.3333333333333,-2.12765957446809,50,177.777777777778,12.280701754386,0,0.495512702805923,-0.495512702805923,-1.03239504178977,-0.277422001273138,-0.0376576266557173,0.0320490439623122,0.0715170359177997,0.369294236948014,0.379101650084582
"Census Tract 1098, Los Angeles County, California","Census Tract 1098","06037109800","00","06","037",,"109800",,,,,,,,4679,2285,2394,1339,108,4,756,0,41,146,4565,2110,2455,1518,135,18,671,1,10,102,114,175,-61,-179,-27,-14,85,-1,31,44,2.49726177437021,8.29383886255924,-2.4847250509165,-11.7918313570487,-20,-77.7777777777778,12.6676602086438,-100,310,43.1372549019608,1.11022302462516E-14,2.61397257022417,-2.61397257022415,-4.63578614522205,-0.649098170450946,-0.308816138478022,1.45850338734721,-0.0219058050383352,0.657197559789762,0.885932741828219
