,Tract,Permit Type,Permit Sub-Type,Issue Date,# of Residential Dwelling Units,AFFD,Zone,Census Tract,Latitude,Longitude,geometry
6345,TR 52866,Bldg-New,1 or 2 Family Dwelling,2019-10-30,1,NOAH,RE9-1-H,1344.24,34.22007,-118.6577,POINT (-118.6577 34.22007)
6346,TR 4224,Bldg-New,1 or 2 Family Dwelling,2018-11-29,1,NOAH,R1-1XL,2975.0,33.71564,-118.30928,POINT (-118.30928 33.71564)
6347,HIGHLAND PARK ELECTRIC TRACT,Bldg-Alter/Repair,Apartment,2018-10-18,1,NOAH,R1-1,1834.01,34.11984,-118.20753,POINT (-118.20753 34.11984)
6348,TR 43916,Bldg-New,1 or 2 Family Dwelling,2019-04-03,1,NOAH,RE15-1-H-HCR,2622.0,34.1114,-118.47719,POINT (-118.47719 34.1114)
6350,TR 7428,Bldg-New,1 or 2 Family Dwelling,2022-01-31,1,NOAH,R1-1,2753.11,33.9864,-118.41733,POINT (-118.41733 33.9864)
6352,TR 50505,Bldg-New,1 or 2 Family Dwelling,2021-02-05,1,NOAH,[T]RE-1,1082.02,34.29796,-118.58645,POINT (-118.58645 34.29796)
6353,EX MISSION DE SAN FERNANDO,Bldg-New,1 or 2 Family Dwelling,2019-12-27,1,NOAH,(T)(Q)RD3-1,1151.01,34.24915,-118.51985,POINT (-118.51985 34.24915)
6355,TR 9092,Bldg-New,1 or 2 Family Dwelling,2021-08-09,1,NOAH,RE15-1-H,2624.0,34.07883,-118.50244,POINT (-118.50244 34.07883)
6358,TR 6753,Bldg-New,1 or 2 Family Dwelling,2018-08-16,1,NOAH,RE20-1,2627.06,34.03009,-118.52053,POINT (-118.52053 34.03009)
6360,WALNUT PLACE,Bldg-Addition,1 or 2 Family Dwelling,2021-08-13,1,NOAH,R2-1,2285.0,34.00171,-118.26739,POINT (-118.26739 34.00171)
6361,TR 50505,Bldg-New,1 or 2 Family Dwelling,2022-02-01,1,NOAH,[T]RE-1,1082.02,34.30009,-118.58254,POINT (-118.58254 34.30009)
6363,TR 24583,Bldg-New,1 or 2 Family Dwelling,2019-10-22,1,NOAH,RE15-1-H,1897.01,34.12477,-118.32801,POINT (-118.32801 34.12477)
6364,TR 50505,Bldg-New,1 or 2 Family Dwelling,2022-02-01,1,NOAH,[T]RE-1,1082.02,34.29976,-118.58209,POINT (-118.58209 34.29976)
6365,REPLAT OF OCEAN PARK HEIGHTS,Bldg-New,1 or 2 Family Dwelling,2021-11-01,1,NOAH,R1V2,2719.02,34.00999,-118.43326,POINT (-118.43326 34.00999)
6366,TR 21187,Bldg-New,1 or 2 Family Dwelling,2019-06-28,1,NOAH,C1-1VL,1091.0,34.27428,-118.46813,POINT (-118.46813 34.27428)
6367,TR 7264,Bldg-New,1 or 2 Family Dwelling,2021-11-01,1,NOAH,R1V2,2690.0,34.03383,-118.40864,POINT (-118.40864 34.03383)
6368,FINLEY TRACT,Bldg-New,1 or 2 Family Dwelling,2017-12-11,1,NOAH,R4-1,2122.02,34.0556,-118.2845,POINT (-118.2845 34.0556)
6369,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2019-06-13,1,NOAH,[T]RE-1,1082.02,34.28468,-118.57797,POINT (-118.57797 34.28468)
6373,TR 17290,Bldg-New,1 or 2 Family Dwelling,2019-05-20,1,NOAH,RE15-1-H-HCR,1943.0,34.0984,-118.38382,POINT (-118.38382 34.0984)
6374,DURLEY PARK,Bldg-New,1 or 2 Family Dwelling,2018-02-12,1,NOAH,[Q]RD3-1XL,2737.0,34.00063,-118.45538,POINT (-118.45538 34.00063)
6375,TR 4353,Bldg-New,1 or 2 Family Dwelling,2019-10-21,1,NOAH,R1V3,1945.0,34.07998,-118.37026,POINT (-118.37026 34.07998)
6376,TR 21187,Bldg-New,1 or 2 Family Dwelling,2019-06-28,1,NOAH,C1-1VL,1091.0,34.27428,-118.46813,POINT (-118.46813 34.27428)
6378,TR 5872,Bldg-New,1 or 2 Family Dwelling,2021-06-07,1,NOAH,R1-1VL-RIO,1972.0,34.09136,-118.23554,POINT (-118.23554 34.09136)
6381,TR 6250,Bldg-New,1 or 2 Family Dwelling,2021-11-10,1,NOAH,R1V2,2731.0,33.99819,-118.45864,POINT (-118.45864 33.99819)
6382,TR 50505,Bldg-New,1 or 2 Family Dwelling,2020-02-18,1,NOAH,,1082.02,34.29731,-118.5813,POINT (-118.5813 34.29731)
6384,HAMPTON TERRACE,Bldg-New,1 or 2 Family Dwelling,2017-09-01,1,NOAH,R1-1-HPOZ,1835.2,34.11211,-118.2008,POINT (-118.2008 34.11211)
6385,TR 50505,Bldg-New,1 or 2 Family Dwelling,2020-03-10,1,NOAH,[T]RE-1,1082.02,34.29673,-118.58615,POINT (-118.58615 34.29673)
6386,TR 4849,Bldg-New,1 or 2 Family Dwelling,2019-12-06,1,NOAH,R2-1XL,1920.02,34.08578,-118.35726,POINT (-118.35726 34.08578)
6387,TR 5713,Bldg-New,1 or 2 Family Dwelling,2021-08-09,1,NOAH,R1V2-O,2693.0,34.04235,-118.40629,POINT (-118.40629 34.04235)
6388,TR 7578,Bldg-New,1 or 2 Family Dwelling,2021-02-19,1,NOAH,R1-1-RIO,1435.0,34.14984,-118.39856,POINT (-118.39856 34.14984)
6390,HIGHLAND TRACT ADDITION NO. 1,Bldg-New,1 or 2 Family Dwelling,2018-06-19,1,NOAH,RD1.5-1,2084.02,34.06717,-118.26626,POINT (-118.26626 34.06717)
6391,TR 11047,Bldg-New,1 or 2 Family Dwelling,2021-05-05,1,NOAH,RA-1,1286.02,34.16502,-118.43381,POINT (-118.43381 34.16502)
6392,TR 12412,Bldg-New,1 or 2 Family Dwelling,2019-07-08,1,NOAH,RE15-1D,1893.0,34.11917,-118.31188,POINT (-118.31188 34.11917)
6394,TR 9473,Bldg-New,1 or 2 Family Dwelling,2022-02-01,1,NOAH,R1-1,2628.02,34.03108,-118.51732,POINT (-118.51732 34.03108)
6395,TR 9300,Bldg-New,1 or 2 Family Dwelling,2019-10-18,1,NOAH,R1-1,2627.04,34.04163,-118.53401,POINT (-118.53401 34.04163)
6396,TR 14186,Bldg-Addition,1 or 2 Family Dwelling,2016-02-18,1,NOAH,RA-1,1171.02,34.24907,-118.4564,POINT (-118.4564 34.24907)
6397,TR 1983,Bldg-New,1 or 2 Family Dwelling,2020-03-19,1,NOAH,RD1.5-1-CDO,1864.01,34.1186,-118.24015,POINT (-118.24015 34.1186)
6398,TR 7615,Bldg-New,1 or 2 Family Dwelling,2018-09-04,1,NOAH,R1-1-O,2149.01,34.07386,-118.38787,POINT (-118.38787 34.07386)
6399,TR 6143,Bldg-New,1 or 2 Family Dwelling,2020-02-13,1,NOAH,R1V2,1920.01,34.0815,-118.34852,POINT (-118.34852 34.0815)
6400,TR 7441,Bldg-New,1 or 2 Family Dwelling,2021-01-31,1,NOAH,R1-1VL,1955.0,34.08872,-118.26712,POINT (-118.26712 34.08872)
6401,TR 5244,Bldg-New,1 or 2 Family Dwelling,2019-07-26,1,NOAH,R3-1XL,1944.01,34.08096,-118.36252,POINT (-118.36252 34.08096)
6402,TR 7307,Bldg-New,1 or 2 Family Dwelling,2016-03-15,1,NOAH,R1-1-RIO,1289.1,34.16316,-118.45587,POINT (-118.45587 34.16316)
6403,TR 6460,Bldg-New,1 or 2 Family Dwelling,2019-09-17,1,NOAH,RD2-1,2703.0,34.04189,-118.36468,POINT (-118.36468 34.04189)
6404,TR 14887,Bldg-New,1 or 2 Family Dwelling,2019-09-12,1,NOAH,R1-1,1204.0,34.21792,-118.43515,POINT (-118.43515 34.21792)
6405,TR 72373,Bldg-New,1 or 2 Family Dwelling,2017-12-01,1,NOAH,(T)(Q)R1-1,1132.32,34.22709,-118.62308,POINT (-118.62308 34.22709)
6407,TR 6852,Bldg-New,1 or 2 Family Dwelling,2022-02-01,1,NOAH,R1-1-RIO,1413.04,34.15313,-118.45185,POINT (-118.45185 34.15313)
6408,TR 2921,Bldg-New,1 or 2 Family Dwelling,2018-05-24,1,NOAH,R3-1,2741.0,33.98778,-118.45833,POINT (-118.45833 33.98778)
6409,TR 5919,Bldg-New,1 or 2 Family Dwelling,2019-07-03,1,NOAH,R1-1,1862.01,34.11997,-118.22031,POINT (-118.22031 34.11997)
6410,BRENTWOOD TERRACE,Bldg-New,1 or 2 Family Dwelling,2022-02-04,1,NOAH,RE11-1,2643.02,34.04445,-118.48526,POINT (-118.48526 34.04445)
6411,TR 9340,Bldg-New,1 or 2 Family Dwelling,2019-08-01,1,NOAH,R1-1-RIO,1431.0,34.1478,-118.35865,POINT (-118.35865 34.1478)
6414,TR 50505,Bldg-New,1 or 2 Family Dwelling,2022-02-01,1,NOAH,[T]RE-1,1082.02,34.29979,-118.58277,POINT (-118.58277 34.29979)
6415,GRIDER AND HAMILTONS HOLLYWOOD TRACT,Bldg-New,1 or 2 Family Dwelling,2020-02-27,1,NOAH,R3-1,1909.02,34.0917,-118.3189,POINT (-118.3189 34.0917)
6417,TR 8167,Bldg-New,1 or 2 Family Dwelling,2022-02-03,1,NOAH,R1-1,2741.0,33.98862,-118.44811,POINT (-118.44811 33.98862)
6419,TR 2921,Bldg-New,1 or 2 Family Dwelling,2018-05-24,1,NOAH,R3-1,2741.0,33.98783,-118.45824,POINT (-118.45824 33.98783)
6420,TR 5666,Bldg-New,1 or 2 Family Dwelling,2021-02-04,1,NOAH,RS-1,2623.03,34.06004,-118.48229,POINT (-118.48229 34.06004)
6421,TR 5609,Bldg-New,1 or 2 Family Dwelling,2022-02-03,1,NOAH,R1-1-O,2679.02,34.04656,-118.42343,POINT (-118.42343 34.04656)
6422,TR 41265-A,Bldg-New,1 or 2 Family Dwelling,2021-02-01,1,NOAH,R1H1,2627.06,34.04393,-118.52564,POINT (-118.52564 34.04393)
6425,TR 16801,Bldg-New,1 or 2 Family Dwelling,2021-02-05,1,NOAH,RA-1,1397.03,34.15759,-118.52015,POINT (-118.52015 34.15759)
6428,TR 15810,Bldg-New,1 or 2 Family Dwelling,2018-08-03,1,NOAH,R1V2,2713.0,34.02131,-118.44466,POINT (-118.44466 34.02131)
6429,TR 4608,Bldg-New,1 or 2 Family Dwelling,2018-04-09,1,NOAH,R1-1,1919.02,34.08426,-118.34147,POINT (-118.34147 34.08426)
6430,TR 17417,Bldg-New,1 or 2 Family Dwelling,2021-05-06,1,NOAH,RA-1,1394.02,34.16607,-118.54799,POINT (-118.54799 34.16607)
6431,TR 3386,Bldg-New,1 or 2 Family Dwelling,2020-10-05,1,NOAH,RD1.5-1,2011.2,34.09248,-118.16282,POINT (-118.16282 34.09248)
6432,TR 7633,Bldg-New,1 or 2 Family Dwelling,2019-01-23,1,NOAH,R1-1,1417.0,34.14101,-118.42388,POINT (-118.42388 34.14101)
6434,TR 1000,Bldg-New,1 or 2 Family Dwelling,2017-02-22,1,NOAH,RE40-1-H,1439.01,34.13496,-118.41157,POINT (-118.41157 34.13496)
6435,TR 54402,Bldg-New,1 or 2 Family Dwelling,2017-06-29,1,NOAH,RA-1-K,1211.02,34.25547,-118.37676,POINT (-118.37676 34.25547)
6436,TR 13058,Bldg-New,1 or 2 Family Dwelling,2019-12-10,1,NOAH,R1V2-O,2695.0,34.04744,-118.3972,POINT (-118.3972 34.04744)
6437,TR 3609,Bldg-New,1 or 2 Family Dwelling,2020-02-18,1,NOAH,R1-1XL-O-CUGU,2942.0,33.79357,-118.26729,POINT (-118.26729 33.79357)
6439,TR 19015,Bldg-New,1 or 2 Family Dwelling,2018-09-28,1,NOAH,R1V2-O,2690.0,34.04169,-118.40014,POINT (-118.40014 34.04169)
6440,WALGROVE TRACT,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,R1V2,2738.0,33.99523,-118.44896,POINT (-118.44896 33.99523)
6442,TR 11525,Bldg-New,1 or 2 Family Dwelling,2019-01-24,1,NOAH,R1-1-RFA-RIO,1434.0,34.15228,-118.40353,POINT (-118.40353 34.15228)
6443,TR 6193,Bldg-New,1 or 2 Family Dwelling,2021-02-04,1,NOAH,R1V3-O,2657.0,34.0611,-118.42016,POINT (-118.42016 34.0611)
6444,TR 16942,Bldg-New,1 or 2 Family Dwelling,2017-05-01,1,NOAH,RE15-1-H,2621.0,34.11602,-118.46315,POINT (-118.46315 34.11602)
6445,TR 8420,Bldg-New,1 or 2 Family Dwelling,2019-10-15,1,NOAH,RE40-1-HCR,2621.0,34.08421,-118.43116,POINT (-118.43116 34.08421)
6446,TR 8080,Bldg-New,1 or 2 Family Dwelling,2022-08-08,1,NOAH,RE15-1-H-HCR,2611.02,34.09754,-118.41798,POINT (-118.41798 34.09754)
6447,HIGHLAND TRACT ADDITION NO. 1,Bldg-New,1 or 2 Family Dwelling,2018-06-19,1,NOAH,RD1.5-1,2084.02,34.06718,-118.26611,POINT (-118.26611 34.06718)
6448,TR 6721,Bldg-New,1 or 2 Family Dwelling,2022-04-07,1,NOAH,R2-1-O,2170.02,34.04981,-118.38342,POINT (-118.38342 34.04981)
6449,TR 50509,Bldg-New,1 or 2 Family Dwelling,2020-10-06,1,NOAH,[T]RE-1,1082.02,34.28566,-118.57818,POINT (-118.57818 34.28566)
6451,HIGHLAND TRACT ADDITION NO. 1,Bldg-New,1 or 2 Family Dwelling,2018-06-19,1,NOAH,RD1.5-1,2084.02,34.06717,-118.26626,POINT (-118.26626 34.06717)
6454,TR 1584,Bldg-New,1 or 2 Family Dwelling,2021-07-09,1,NOAH,(Q)RD3-1,1193.1,34.24284,-118.45446,POINT (-118.45446 34.24284)
6455,TR 15593,Bldg-New,1 or 2 Family Dwelling,2019-09-05,1,NOAH,R1V2,2690.0,34.0355,-118.40425,POINT (-118.40425 34.0355)
6456,TR 8440,Bldg-New,1 or 2 Family Dwelling,2021-05-06,1,NOAH,R1V2-O,2170.01,34.05563,-118.38487,POINT (-118.38487 34.05563)
6458,TR 5780,Bldg-New,1 or 2 Family Dwelling,2022-05-11,1,NOAH,RD2-1,2200.0,34.02623,-118.33852,POINT (-118.33852 34.02623)
6459,TR 6193,Bldg-New,1 or 2 Family Dwelling,2021-05-06,1,NOAH,R1V3,2657.0,34.06568,-118.4237,POINT (-118.4237 34.06568)
6463,P M 3254,Bldg-New,1 or 2 Family Dwelling,2021-05-07,1,NOAH,RA-1,1393.01,34.17705,-118.54765,POINT (-118.54765 34.17705)
6464,EX MISSION DE SAN FERNANDO,Bldg-New,1 or 2 Family Dwelling,2016-12-13,1,NOAH,[T]RE-1,1082.02,34.29448,-118.58483,POINT (-118.58483 34.29448)
6466,HIGHLAND TRACT ADDITION NO. 1,Bldg-New,1 or 2 Family Dwelling,2018-06-19,1,NOAH,RD1.5-1,2084.02,34.06708,-118.26599,POINT (-118.26599 34.06708)
6467,TR 8971,Bldg-New,1 or 2 Family Dwelling,2020-02-06,1,NOAH,RE9-1,2643.02,34.0436,-118.47255,POINT (-118.47255 34.0436)
6469,TR 7378,Bldg-New,1 or 2 Family Dwelling,2020-08-12,1,NOAH,R1-1,1251.0,34.16295,-118.39162,POINT (-118.39162 34.16295)
6471,TR 6568,Bldg-New,1 or 2 Family Dwelling,2020-05-08,1,NOAH,R1V2-O,2140.0,34.07988,-118.34969,POINT (-118.34969 34.07988)
6472,HIGHLAND TRACT ADDITION NO. 1,Bldg-New,1 or 2 Family Dwelling,2018-06-19,1,NOAH,RD1.5-1,2084.02,34.06718,-118.26611,POINT (-118.26611 34.06718)
6474,TR 8289,Bldg-New,1 or 2 Family Dwelling,2019-11-08,1,NOAH,[Q]R1-1D,2017.0,34.06717,-118.17674,POINT (-118.17674 34.06717)
6475,NASH AND WILSON EVERGREEN TRACT,Bldg-Addition,1 or 2 Family Dwelling,2021-05-07,1,NOAH,R2-1-O,2219.0,34.02697,-118.2931,POINT (-118.2931 34.02697)
6476,TR 15299,Bldg-New,1 or 2 Family Dwelling,2019-11-26,1,NOAH,R1V2,2690.0,34.03858,-118.4059,POINT (-118.4059 34.03858)
6480,TR 1000,Bldg-New,1 or 2 Family Dwelling,2020-04-16,1,NOAH,RA-1,1311.0,34.22092,-118.50801,POINT (-118.50801 34.22092)
6483,HIGHLAND TRACT ADDITION NO. 1,Bldg-New,1 or 2 Family Dwelling,2018-06-19,1,NOAH,RD1.5-1,2084.02,34.06708,-118.26599,POINT (-118.26599 34.06708)
6486,TR 1029,Bldg-New,1 or 2 Family Dwelling,2022-05-10,1,NOAH,RD1.5-1VL,1954.0,34.09532,-118.27731,POINT (-118.27731 34.09532)
6487,LOS ANGELES HOMESTEAD TRACT,Bldg-Alter/Repair,1 or 2 Family Dwelling,2018-06-19,1,NOAH,RD1.5-1-HPOZ,2242.0,34.03984,-118.2787,POINT (-118.2787 34.03984)
6490,TR 9300,Bldg-New,1 or 2 Family Dwelling,2022-05-12,1,NOAH,R1V1,2625.01,34.04914,-118.51742,POINT (-118.51742 34.04914)
6494,TR 1420,Bldg-New,1 or 2 Family Dwelling,2022-05-11,1,NOAH,R1-1,2643.02,34.04656,-118.47321,POINT (-118.47321 34.04656)
6496,TR 15389,Bldg-New,1 or 2 Family Dwelling,2018-07-11,1,NOAH,R1V2,2770.0,33.97393,-118.40165,POINT (-118.40165 33.97393)
6497,TR 7674,Bldg-Addition,1 or 2 Family Dwelling,2020-07-08,1,NOAH,R2-1,1852.03,34.10376,-118.23282,POINT (-118.23282 34.10376)
6498,TR 7656,Bldg-New,1 or 2 Family Dwelling,2017-02-23,1,NOAH,RE20-1-H,2621.0,34.08032,-118.44886,POINT (-118.44886 34.08032)
6499,TR 4983,Bldg-New,1 or 2 Family Dwelling,2021-02-09,1,NOAH,RD1.5-1,2920.0,33.84301,-118.30423,POINT (-118.30423 33.84301)
6500,TR 4983,Bldg-New,1 or 2 Family Dwelling,2021-02-09,1,NOAH,RD1.5-1,2920.0,33.84301,-118.30423,POINT (-118.30423 33.84301)
6502,TR 20284,Bldg-New,1 or 2 Family Dwelling,2021-02-09,1,NOAH,RE15-1-H,1415.0,34.13719,-118.47536,POINT (-118.47536 34.13719)
6504,TR 5842,Bldg-New,1 or 2 Family Dwelling,2018-09-20,1,NOAH,R3-1,2712.0,34.03229,-118.43797,POINT (-118.43797 34.03229)
6505,IVANHOE,Bldg-New,1 or 2 Family Dwelling,2018-05-24,1,NOAH,RD1.5-1XL,1882.01,34.11117,-118.27503,POINT (-118.27503 34.11117)
6506,TR 7965,Bldg-New,1 or 2 Family Dwelling,2019-08-20,1,NOAH,R1V2,2170.02,34.04685,-118.38295,POINT (-118.38295 34.04685)
6508,TR 9528,Bldg-New,1 or 2 Family Dwelling,2017-06-01,1,NOAH,RA-1,1373.01,34.17749,-118.627,POINT (-118.627 34.17749)
6511,TR 8755,Bldg-New,1 or 2 Family Dwelling,2022-05-10,1,NOAH,R2-1,2676.0,34.03599,-118.44774,POINT (-118.44774 34.03599)
6512,TR 3064,Bldg-New,1 or 2 Family Dwelling,2020-03-04,1,NOAH,RD2-1,2411.2,33.93975,-118.27858,POINT (-118.27858 33.93975)
6513,EX MISSION DE SAN FERNANDO,Bldg-New,1 or 2 Family Dwelling,2016-12-13,1,NOAH,[T]RE-1,1082.02,34.29443,-118.58472,POINT (-118.58472 34.29443)
6515,TR 1029,Bldg-New,1 or 2 Family Dwelling,2022-05-10,1,NOAH,RD1.5-1VL,1954.0,34.09532,-118.27731,POINT (-118.27731 34.09532)
6516,TR 7542,Bldg-New,1 or 2 Family Dwelling,2019-11-05,1,NOAH,R1-1,2676.0,34.03175,-118.44805,POINT (-118.44805 34.03175)
6517,TR 9200,Bldg-New,1 or 2 Family Dwelling,2018-09-28,1,NOAH,R1-1,2651.0,34.06609,-118.43332,POINT (-118.43332 34.06609)
6518,TR 19344,Bldg-New,1 or 2 Family Dwelling,2021-08-17,1,NOAH,RA-1,1394.02,34.16683,-118.55329,POINT (-118.55329 34.16683)
6520,TR 11398,Bldg-New,1 or 2 Family Dwelling,2019-09-19,1,NOAH,R1V2,2695.0,34.04623,-118.39445,POINT (-118.39445 34.04623)
6521,TR 4983,Bldg-New,1 or 2 Family Dwelling,2021-02-09,1,NOAH,RD1.5-1,2920.0,33.84301,-118.30423,POINT (-118.30423 33.84301)
6522,TR 4983,Bldg-New,1 or 2 Family Dwelling,2021-02-09,1,NOAH,RD1.5-1,2920.0,33.84301,-118.30423,POINT (-118.30423 33.84301)
6523,TR 15593,Bldg-New,1 or 2 Family Dwelling,2019-11-06,1,NOAH,R1V2,2690.0,34.0338,-118.40217,POINT (-118.40217 34.0338)
6525,TR 5842,Bldg-New,1 or 2 Family Dwelling,2018-09-20,1,NOAH,R3-1,2712.0,34.03213,-118.43812,POINT (-118.43812 34.03213)
6526,TR 14808,Bldg-New,1 or 2 Family Dwelling,2020-01-10,1,NOAH,R1-1,1397.01,34.16046,-118.49125,POINT (-118.49125 34.16046)
6527,TR 4983,Bldg-New,1 or 2 Family Dwelling,2021-02-09,1,NOAH,RD1.5-1,2920.0,33.84301,-118.30423,POINT (-118.30423 33.84301)
6530,TR 13062,Bldg-New,1 or 2 Family Dwelling,2020-01-13,1,NOAH,R1-1,1236.02,34.18502,-118.42776,POINT (-118.42776 34.18502)
6531,TR 4983,Bldg-New,1 or 2 Family Dwelling,2021-02-09,1,NOAH,RD1.5-1,2920.0,33.84301,-118.30423,POINT (-118.30423 33.84301)
6532,TR 4983,Bldg-New,1 or 2 Family Dwelling,2021-02-09,1,NOAH,RD1.5-1,2920.0,33.84301,-118.30423,POINT (-118.30423 33.84301)
6533,TR 6470,Bldg-New,1 or 2 Family Dwelling,2020-04-30,1,NOAH,R1-1-RIO,1435.0,34.14943,-118.41054,POINT (-118.41054 34.14943)
6534,TR 5842,Bldg-New,1 or 2 Family Dwelling,2018-09-20,1,NOAH,R3-1,2712.0,34.03224,-118.43803,POINT (-118.43803 34.03224)
6535,TR 803,Bldg-Addition,1 or 2 Family Dwelling,2017-10-02,1,NOAH,R2-1XL,1917.1,34.08509,-118.3134,POINT (-118.3134 34.08509)
6537,TR 269,Bldg-Alter/Repair,1 or 2 Family Dwelling,2020-06-05,1,NOAH,R1-1,2115.0,34.06979,-118.31266,POINT (-118.31266 34.06979)
6538,GOLDEN STATE COMPANY'S LINCOLN TRACT,Bldg-New,1 or 2 Family Dwelling,2020-06-18,1,NOAH,R1-1,2427.0,33.93191,-118.24549,POINT (-118.24549 33.93191)
6539,TR 9279,Bldg-New,1 or 2 Family Dwelling,2022-05-09,1,NOAH,R1-1,1286.02,34.17432,-118.4322,POINT (-118.4322 34.17432)
6540,TR 1450,Bldg-New,1 or 2 Family Dwelling,2017-03-13,1,NOAH,R1-1,1437.0,34.12497,-118.34839,POINT (-118.34839 34.12497)
6541,TR 2605,Bldg-New,1 or 2 Family Dwelling,2022-05-11,1,NOAH,RA-1,1394.02,34.16773,-118.55256,POINT (-118.55256 34.16773)
6543,T. WIESENDANGER'S FIGUEROA PARK TRACT,Bldg-Addition,1 or 2 Family Dwelling,2019-11-07,1,NOAH,R2-1,2327.0,33.99247,-118.28572,POINT (-118.28572 33.99247)
6544,TR 11467,Bldg-New,1 or 2 Family Dwelling,2018-01-11,1,NOAH,R1-1,1239.01,34.1817,-118.39009,POINT (-118.39009 34.1817)
6545,TR 50505,Bldg-New,1 or 2 Family Dwelling,2021-04-14,1,NOAH,[T]RE-1,1082.02,34.29796,-118.58113,POINT (-118.58113 34.29796)
6546,TR 5337,Bldg-New,1 or 2 Family Dwelling,2018-12-17,1,NOAH,RE11-1,1892.02,34.11224,-118.29937,POINT (-118.29937 34.11224)
6549,TAHOMA TRACT,Bldg-New,1 or 2 Family Dwelling,2018-04-03,1,NOAH,RD1.5-1VL,1242.04,34.17382,-118.37681,POINT (-118.37681 34.17382)
6551,TR 7852,Bldg-New,1 or 2 Family Dwelling,2022-05-12,1,NOAH,R1-1,1286.01,34.17844,-118.4333,POINT (-118.4333 34.17844)
6552,TR 10443,Bldg-Addition,1 or 2 Family Dwelling,2022-05-10,1,NOAH,RD3-1,1241.03,34.18952,-118.3855,POINT (-118.3855 34.18952)
6554,TR 23314,Bldg-New,1 or 2 Family Dwelling,2022-05-09,1,NOAH,RA-1,1396.0,34.16742,-118.51655,POINT (-118.51655 34.16742)
6557,TR 3810,Bldg-New,1 or 2 Family Dwelling,2021-08-18,1,NOAH,RE20-1,2623.03,34.06177,-118.48679,POINT (-118.48679 34.06177)
6564,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2021-11-18,1,NOAH,[T]RE-1,1082.02,34.28559,-118.57416,POINT (-118.57416 34.28559)
6566,TR 30561,Bldg-New,1 or 2 Family Dwelling,2018-03-30,1,NOAH,RE9-1,1942.0,34.10256,-118.36711,POINT (-118.36711 34.10256)
6568,P M 5835,Bldg-New,1 or 2 Family Dwelling,2018-02-06,1,NOAH,RA-1,1173.02,34.23193,-118.49842,POINT (-118.49842 34.23193)
6569,VENICE PARK TRACT,Bldg-New,1 or 2 Family Dwelling,2021-08-18,1,NOAH,R2-1,2736.0,33.99121,-118.46322,POINT (-118.46322 33.99121)
6570,TR 9482,Bldg-New,1 or 2 Family Dwelling,2022-05-12,1,NOAH,R1-1-RIO,1436.02,34.1452,-118.38129,POINT (-118.38129 34.1452)
6571,TR 10866,Bldg-New,1 or 2 Family Dwelling,2019-08-05,1,NOAH,R1-1-RIO,1436.02,34.14313,-118.38365,POINT (-118.38365 34.14313)
6574,TR 73704,Bldg-New,1 or 2 Family Dwelling,2020-05-05,1,NOAH,[Q]R3-1,1249.03,34.16656,-118.40076,POINT (-118.40076 34.16656)
6576,TR 1983,Bldg-New,1 or 2 Family Dwelling,2020-03-19,1,NOAH,RD1.5-1-CDO,1864.01,34.1186,-118.24015,POINT (-118.24015 34.1186)
6577,TR 50505,Bldg-New,1 or 2 Family Dwelling,2020-09-17,1,NOAH,[T]RE-1,1082.02,34.29589,-118.58394,POINT (-118.58394 34.29589)
6580,TR 51797,Bldg-New,1 or 2 Family Dwelling,2020-09-10,1,NOAH,(Q)RA-1-H,1131.02,34.27112,-118.5645,POINT (-118.5645 34.27112)
6582,TR 52866,Bldg-New,1 or 2 Family Dwelling,2019-10-30,1,NOAH,RE11-1-H,1344.24,34.22018,-118.65805,POINT (-118.65805 34.22018)
6583,ANGELUS VISTA,Bldg-Alter/Repair,1 or 2 Family Dwelling,2022-05-12,1,NOAH,RD2-1-CPIO,2213.02,34.0409,-118.31284,POINT (-118.31284 34.0409)
6584,TR 50505,Bldg-New,1 or 2 Family Dwelling,2020-09-17,1,NOAH,[T]RE-1,1082.02,34.29596,-118.58409,POINT (-118.58409 34.29596)
6587,TR 50505,Bldg-New,1 or 2 Family Dwelling,2021-04-15,1,NOAH,[T]RE-1,1082.02,34.29798,-118.58139,POINT (-118.58139 34.29798)
6588,TR 3836,Bldg-Alter/Repair,Apartment,2022-02-07,1,NOAH,R3-1,1279.1,34.19857,-118.44704,POINT (-118.44704 34.19857)
